date,Model,CSPE
2015-05-01,Median,0.004820172678620638
2015-05-01,Trimmed mean,0.017742383776701728
2015-05-01,DMSPE(1),0.029656290187004226
2015-05-01,DMSPE(0.9),0.03167484022803171
2015-06-01,Elastic Net,0.12180665597028034
2015-06-01,Lasso,0.1145443350681295
2015-06-01,Ridge,0.08442842559358009
2015-06-01,PC,0.07044519540037114
2015-06-01,PLS,0.0676598344097322
2015-06-01,Mean,0.02757534901299978
2015-06-01,Median,0.006039234824270786
2015-06-01,Trimmed mean,0.019039871770491913
2015-06-01,DMSPE(1),0.031223964893219935
2015-06-01,DMSPE(0.9),0.03323471740026337
2015-07-01,Elastic Net,0.12711568500999573
2015-07-01,Lasso,0.12196088094073843
2015-07-01,Ridge,0.09025148541143328
2015-07-01,PC,0.0856560783821039
2015-07-01,PLS,0.08133191465962206
2015-07-01,Mean,0.030518236066930896
2015-07-01,Median,0.00870217618049453
2015-07-01,Trimmed mean,0.021902966622236897
2015-07-01,DMSPE(1),0.03433041470462818
2015-07-01,DMSPE(0.9),0.03638364745741031
2015-08-01,Elastic Net,0.12611032737028746
2015-08-01,Lasso,0.12064435116985815
2015-08-01,Ridge,0.08851026500799299
2015-08-01,PC,0.08503523955955293
2015-08-01,PLS,0.0754761914715448
2015-08-01,Mean,0.029558878242885993
2015-08-01,Median,0.007708150453025716
2015-08-01,Trimmed mean,0.020930688241304053
2015-08-01,DMSPE(1),0.03334068546916759
2015-08-01,DMSPE(0.9),0.03538935440124985
2015-09-01,Elastic Net,0.12503933186652405
2015-09-01,Lasso,0.11881436169969227
2015-09-01,Ridge,0.08756718235761858
2015-09-01,PC,0.08229110942201416
2015-09-01,PLS,0.07140357364049843
2015-09-01,Mean,0.029178680789419015
2015-09-01,Median,0.007412815250173584
2015-09-01,Trimmed mean,0.020573768912305126
2015-09-01,DMSPE(1),0.03293408781221015
2015-09-01,DMSPE(0.9),0.034976304562879076
2015-10-01,Elastic Net,0.1250734269845185
2015-10-01,Lasso,0.11856484210763128
2015-10-01,Ridge,0.08886744781490671
2015-10-01,PC,0.08203863108576107
2015-10-01,PLS,0.0758040132033126
2015-10-01,Mean,0.030190425867183852
2015-10-01,Median,0.008502437314558952
2015-10-01,Trimmed mean,0.021593773302223358
2015-10-01,DMSPE(1),0.03396073214853794
2015-10-01,DMSPE(0.9),0.035990755474312255
2015-11-01,Elastic Net,0.1294671817489146
2015-11-01,Lasso,0.12426492799851595
2015-11-01,Ridge,0.09335970470841981
2015-11-01,PC,0.09087596152782587
2015-11-01,PLS,0.08640243004273797
2015-11-01,Mean,0.03275093087273546
2015-11-01,Median,0.010798633828737752
2015-11-01,Trimmed mean,0.024066060753764884
2015-11-01,DMSPE(1),0.036638890441712056
2015-11-01,DMSPE(0.9),0.038702178799203686
2015-12-01,Elastic Net,0.13578634896968483
2015-12-01,Lasso,0.1327805772378436
2015-12-01,Ridge,0.09979267871991565
2015-12-01,PC,0.1034683131179536
2015-12-01,PLS,0.1005271240601537
2015-12-01,Mean,0.03626964306291406
2015-12-01,Median,0.013989901241771093
2015-12-01,Trimmed mean,0.027456027141300455
2015-12-01,DMSPE(1),0.040315243022627546
2015-12-01,DMSPE(0.9),0.04244871166584772
2016-01-01,Elastic Net,0.13730408183519893
2016-01-01,Lasso,0.13446791979874956
2016-01-01,Ridge,0.10125500383427496
2016-01-01,PC,0.10521879013821303
2016-01-01,PLS,0.10216907298939405
2016-01-01,Mean,0.03713705581157833
2016-01-01,Median,0.014851982979070652
2016-01-01,Trimmed mean,0.02830598693185267
2016-01-01,DMSPE(1),0.041217534000955486
2016-01-01,DMSPE(0.9),0.043372560505312296
2016-02-01,Elastic Net,0.1353599856984711
2016-02-01,Lasso,0.13296748411603576
2016-02-01,Ridge,0.09341016994431124
2016-02-01,PC,0.09302764226457264
2016-02-01,PLS,0.08112326586749194
2016-02-01,Mean,0.03260830261993592
2016-02-01,Median,0.009551693095684164
2016-02-01,Trimmed mean,0.023620984530052562
2016-02-01,DMSPE(1),0.03660290708076341
2016-02-01,DMSPE(0.9),0.03861188396800214
2016-03-01,Elastic Net,0.13809779789154558
2016-03-01,Lasso,0.1364991436687672
2016-03-01,Ridge,0.0937905007516083
2016-03-01,PC,0.09734409475661321
2016-03-01,PLS,0.0784111582396846
2016-03-01,Mean,0.0320681546473193
2016-03-01,Median,0.008829291666876085
2016-03-01,Trimmed mean,0.022989416571382985
2016-03-01,DMSPE(1),0.036135778803246865
2016-03-01,DMSPE(0.9),0.03813815462440113
2016-04-01,Elastic Net,0.1433170938345155
2016-04-01,Lasso,0.14331324318739763
2016-04-01,Ridge,0.09661954602014158
2016-04-01,PC,0.10762098552252902
2016-04-01,PLS,0.08132049563619614
2016-04-01,Mean,0.032688508865112056
2016-04-01,Median,0.009043346682082804
2016-04-01,Trimmed mean,0.023553324253894923
2016-04-01,DMSPE(1),0.036873343373975145
2016-04-01,DMSPE(0.9),0.03889018252597764
2016-05-01,Elastic Net,0.14455572904105346
2016-05-01,Lasso,0.14470450535174328
2016-05-01,Ridge,0.0973331320093697
2016-05-01,PC,0.10889805260236679
2016-05-01,PLS,0.08247943528311165
2016-05-01,Mean,0.032988676190401925
2016-05-01,Median,0.009221499073054988
2016-05-01,Trimmed mean,0.023830122962428216
2016-05-01,DMSPE(1),0.03720741737403482
2016-05-01,DMSPE(0.9),0.0392322124796799
2016-06-01,Elastic Net,0.1452374618299703
2016-06-01,Lasso,0.1461751347951766
