date,r,tbill,long_yield,inflation,svar,epu,kilian,oil_prod_growth,oil_stock_growth,oil_import_growth,m2_growth,ip_crude_growth,unrate_change,cfnai,capacity_util,MA_1_9,MA_1_12,MA_2_9,MA_2_12,MA_3_9,MA_3_12,MOM_1,MOM_2,MOM_3,MOM_6,MOM_9,MOM_12,OBV_1_9,OBV_1_12,OBV_2_9,OBV_2_12,OBV_3_9,OBV_3_12
2006-07-01,-0.02300897907931176,4.95,5.09,0.00248077527376278,0.00144164720940826,79.49433,53.695434,0.00232693531406447,-0.01151525191620095,0.03892949342593965,0.00557610021146537,0.00238327212668387,0,0.03,78.8103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006-08-01,-0.1303351968643729,4.96,4.88,0.00543613891225991,4.614794471645709e-4,80.56231,64.843523,-0.01345442934024632,-0.01553574003538926,-0.04613778491400033,0.00608205346562584,-0.0133855365796891,0.10000000000000052,-0.28,78.4505,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
2006-09-01,-0.07563414699602822,4.81,4.72,0.00442587395685567,5.168463296254056e-4,72.76996,83.535263,-0.01065729447398844,0.00393441156536411,0.03222517096001454,0.0045590474589332,-0.0107401385956809,0,0.18,78.9204,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1
2006-10-01,0.00272598862428674,4.92,4.73,-0.00491884907159612,4.4788425931738377e-4,67.06754,93.312725,-0.00178731057409642,-3.936469638592399e-4,0.0137258900247712,0.00393443130483461,-0.00175477775714538,-0.20000000000000015,0,78.8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01,0.04216578670035442,4.94,4.6,-0.00444774639823641,5.912602966092849e-4,63.46447,93.651959,0.01518916666111103,0.01962758404325093,-0.05804857758993975,0.00706605300596052,0.01525089657050493,-0.09999999999999964,-0.27,78.3077,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
2006-12-01,-0.1297627505287111,4.85,4.56,4.9517208241312e-4,3.5608573565006215e-4,62.51985,97.712692,-0.00865125332841643,-0.01429199990962537,-0.02180740615438203,0.00505738706960556,-0.00864748298377504,0.09999999999999964,-0.11,78.2181,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2007-01-01,0.0800169607781025,4.98,4.76,0.00543077118513402,4.507947742393133e-4,63.37041,100.76194,0.02380600227459695,-0.06874946741577581,-0.03425732302309825,0.00607766811691234,0.02378118479799651,-0.09999999999999964,0.77,79.2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01,0.01419250892350731,5.03,4.72,0.0016579060562325,0.00151931444133137,79.01967,103.62781,-0.01515474894618051,0.03854911413288597,0.06640099288116375,0.00538090097060184,-0.01520883088508462,0.1999999999999993,-0.48,78.7671,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2007-03-01,0.05392322763483515,4.94,4.56,0.00387084913353952,0.00158846089671373,57.20262,101.96318,0.0019557995673054,-0.02173196200790705,-0.12524149290409703,0.00224520532692373,0.00196798383682139,-0.09999999999999964,0.2,78.8272,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
2007-04-01,-0.01228522502324658,4.87,4.69,0.00518664749319963,5.771016226116315e-4,69.88729,116.87072,1.953697378489494e-4,0.04103609626977977,0.14165680006843928,0.00474043887190411,2.633243988929834e-4,-0.09999999999999964,0.24,79.3171,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0
2007-05-01,0.05925558042080681,4.73,4.75,0.00299616948199865,6.97345943030255e-4,62.50171,128.35379,0.01184594879594591,0.03298527759837633,-0.02132401523399885,0.0100633097376992,0.01183622151456731,0.09999999999999964,-0.09,79.6259,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
2007-06-01,0.0919269501951634,4.61,5.1,0.00412447665692372,0.00147850646867706,74.68187,138.78003,0.00596671965568518,0.03261142921310345,0.01630179104059692,0.00191786361932422,0.00596118628692554,-0.09999999999999964,0.05,79.4375,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
2007-07-01,-0.02433997409018395,4.82,5,0.002314072179459,0.00244842574781874,73.29654,128.35662,-0.02644525099922745,0.00216009063631617,-0.03077468442655906,0.00456596678396792,-0.02646491467741851,0.1999999999999993,-0.02,79.5925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2007-08-01,0.09514387356776588,4.2,4.67,0.00177901246668099,0.00515614452771902,59.32398,141.32585,-0.00731734699743213,-0.05023385429705662,-0.00761755713191369,0.00423099936274518,-0.00736559877208087,0.10000000000000052,-0.4,79.4648,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
2007-09-01,0.06791437775251907,3.89,4.52,3.082332001183019e-4,0.00184642895475315,89.10405,150.51901,-0.01358933782188032,-0.04925964987288722,0.03722967603323113,0.0103443339233209,-0.01363703412317463,-0.10000000000000052,-0.07,79.1076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007-10-01,0.09160573290531372,3.9,4.53,0.00422860024543858,0.00169261628725215,100.74438,167.79813,-0.01377655500261632,-0.02985097785926527,-8.728119644434429e-4,0.00245816517842811,-0.01370527413057987,0.10000000000000052,-0.08,79.2064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007-11-01,-0.03593340482324336,3.27,4.15,0.00307849440109908,0.00565373975338552,89.45453,187.2047,0.0241849756294723,-0.01252702962520047,-0.05207487766978502,0.00203489029930104,0.02416388016393833,0,-0.27,78.9737,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2007-12-01,0.01042176303878417,3,4.1,0.00782816408287345,0.00236087918532003,102.44111,187.71459,0.00238663597773047,-0.02542805981468809,0.02223661463050241,0.00342703118019471,0.00240522115711439,0,-0.08,79.2783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008-01-01,0.02328198205189569,2.75,3.74,0.00289382340294874,0.00488054322826598,108.54379,180.83392,0.01518018307301893,-0.04583901021575798,-0.01703756117434984,0.00405690932990587,0.01508796861179329,0.2999999999999998,-0.44,79.2943,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
2008-02-01,0.0966915138749216,2.12,3.74,0.0034417753671736,0.0032774113976452,144.98473,148.85973,7.823196174463476e-4,0.0346996579248664,0.02480420381941606,0.00447958939656345,8.769256539107317e-4,0,-0.23,79.0333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008-03-01,0.06311546614558905,1.26,3.51,0.00241490863745408,0.00624054209138852,108.10469,144.56947,0.0064308903302912,0.02033159535723605,-0.04524557090781478,0.01144078874563625,0.0064607319837231,-0.09999999999999964,-0.79,78.3808,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
2008-04-01,0.10194449609481591,1.29,3.68,0.00357164189274517,0.002851025411687,111.71236,160.33343,0.00793271065172263,0.0400993831814862,0,0.00864219075298144,0.00795542805059224,0.1999999999999993,-0.79,78.0497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2008-05-01,0.05501152934713982,1.73,3.88,0.00231170696550808,0.00164582738907736,102.1969,163.00967,-0.00173594411421085,0.01601552521693428,0.03497680014955051,0.00552577385234087,-0.00177104470201694,-0.09999999999999964,-0.67,77.2828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008-06-01,-0.01093272110232668,1.86,4.1,0.0059000520681236,0.00348473412504147,94.28405,189.47923,-0.00716848947861414,-0.05162602238729441,-0.03207524370971626,0.00164532318480148,-0.00716120972306733,0.4000000000000003,-0.84,76.8707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
