date,wti_return,rac_return,tbill,long_yield,inflation,svar,epu,kilian,oil_prod_growth,oil_stock_growth,oil_import_growth,m2_growth,ip_crude_growth,unrate_change,cfnai,capacity_util,r,r_rac
1987-03-01,0.026944111558353523,0.012784072404483204,5.59,7.25,0.0035842332278148703,0.001976765836239262,109.14523,-41.804652,-0.010789125939654198,-0.003522406696928826,-0.12596924503800722,0.0013111412447557313,-0.01079563127361638,0,1.51,79.4484,0.016105944996186228,0.0314037839082113
1987-04-01,0.016105944996186228,0.0314037839082113,5.64,8.02,0.0035714323675977155,0.004205906344534951,122.08486,-35.095333,0.008900551251786126,0.0017853142363204455,-0.022760956418787615,0.0022540546153786423,0.008955041677103814,0,0.14,79.2775,0.03722096856498647,0.017264784841262593
1987-05-01,0.03722096856498647,0.017264784841262593,5.66,8.61,0.004446427957134347,0.0024928510597255105,110.85971,-25.198057,0.004008966576675377,-0.010565437679707301,0.0893021268900398,0.005071188467815624,0.003963111109988482,-0.2999999999999998,0.25,79.5347,0.02747834556683726,0.020478042048380996
1987-06-01,0.02747834556683726,0.020478042048380996,5.67,8.4,0.002658397666610135,0.0010641044860580202,110.04291,-19.449344,-0.019247356681608707,-0.013016124771423776,0.049112796854922536,0.0018770535778713793,-0.019237660469263673,0,0.43,79.8844,0.05871739829458722,0.02633258131320826
1987-07-01,0.05871739829458722,0.02633258131320826,5.69,8.45,0.004415018209116717,8.145644132559939e-4,121.15791,-30.736754,-0.0068612968543408925,0.00887632859024201,0.10219884079950958,6.12888707783199e-4,-0.006964429254550097,-0.09999999999999964,0.29,79.9612,-0.053853919389848404,-0.0012736266941422159
1987-08-01,-0.053853919389848404,-0.0012736266941422159,6.04,8.76,0.00263968477077281,0.0017680463874372035,106.348,-33.680339,-0.0033877830344639648,-0.01181563394042584,0.09668979014154644,0.001584558095878208,-0.00333427645188511,-0.10000000000000053,0.67,80.3807,-0.04265508403826557,-0.043086906754317145
1987-09-01,-0.04265508403826557,-0.043086906754317145,6.4,9.42,0.00438404910853496,0.0025239500319410102,74.83796,-18.796579,-0.004981481657868159,0.026572001849233473,0.039801644111452816,0.0033050755764838513,-0.004993849111714077,-0.09999999999999964,0.32,80.6183,0.014143809500513527,-0.004768439295271154
1987-10-01,0.014143809500513527,-0.004768439295271154,6.13,9.52,0.0034934533345598595,0.08137903402551579,78.98139,-22.343553,-6.091989222838379e-4,0.014025843999460719,-0.07536521894921044,0.004044603469960606,-5.599637481408237e-4,-0.09999999999999964,0.47,81.0333,-0.05566697043375557,-0.02474382132102715
1987-11-01,-0.05566697043375557,-0.02474382132102715,5.69,8.86,0.002612104227925016,0.006883326403163268,143.60309,-17.341535,0.01919305702433327,0.054063474843431436,0.00624270462808596,0.005450381303446328,0.019109041631005574,0.09999999999999964,0.71,82.1269,-0.08869475268238824,-0.05494166303186132
1987-12-01,-0.08869475268238824,-0.05494166303186132,5.77,8.99,0.0034722257107491217,0.006845855930985448,155.42208,-12.329039,0.003937717635039917,0.021523183596253048,-0.025407570562331117,0.0014555268203277905,0.004016504767989204,-0.20000000000000018,0.26,82.4024,-0.012172685907968717,-0.11075461534374043
1988-01-01,-0.012172685907968717,-0.11075461534374043,5.81,8.67,0.0017316021642779234,0.009422513019146175,135.47265,-5.1388651,-0.009452657880707704,-0.041098521849891156,-0.07732017204320307,0.002657079132213802,-0.009527972296575982,-0.09999999999999964,0.55,82.8837,-0.021175079238261674,-0.0030179902801310554
1988-02-01,-0.021175079238261674,-0.0030179902801310554,5.66,8.21,0.003454234868087269,0.0019477265647561274,131.52146,2.8772888,-0.008208640974130432,-0.009824749547007627,0.004730174375401575,0.007402480134709677,-0.008187847658357228,0,-0.16,82.5786,-0.03894607275881912,-0.04900586448847477
1988-03-01,-0.03894607275881912,-0.04900586448847477,5.7,8.37,0.0017226533114467202,0.0016802175584468958,116.58432,14.126254,0.01491846725036261,0.007029976876157917,-0.0025773210143000824,0.008045095684831693,0.014959839528343899,0,0.52,82.81,0.09156172907285764,0.052675309799843806
1988-04-01,0.09156172907285764,0.052675309799843806,5.91,8.72,0.002578428587944437,0.0035261510997205555,105.05246,19.220748,0,0.017042564892751244,0.04581595552601492,0.007047294445668761,-3.24159435054483e-5,0,0.45,83.0366,-0.02750106046529721,0.01709552306911588
1988-05-01,-0.02750106046529721,0.01709552306911588,6.26,9.09,0.005990604137156907,0.002525568070163625,113.65598,11.679927,-0.010322982079824072,0.009485859315043754,0.05960907417976635,0.006894914756100157,-0.010340477674334991,-0.2999999999999998,0.27,83.7689,-0.05668835047287546,-0.03161039087820727
1988-06-01,-0.05668835047287546,-0.03161039087820727,6.46,8.92,0.0025564564413009805,0.0023460383563387484,96.14572,5.2313313,-0.007144184893551397,0.006381795669812007,0.03274612021300172,0.005242700513823806,-0.0071374185053896255,0.1999999999999993,-0.03,83.5507,-0.06856522401725273,-0.04976573175501464
1988-07-01,-0.06856522401725273,-0.04976573175501464,6.73,9.06,0.004246290881451564,0.0019024118608045727,89.78251,-5.0795594,-0.0071955917516639545,-0.002246275594037783,-0.0031891969625519323,0.004228912925388073,-0.007147482443149222,-0.1999999999999993,0.46,83.7292,-0.002921041706471783,-0.037855999283551434
