date,Model,CSPE
2010-08-01,Screening 1,0.09499729832536859
2010-08-01,Screening 2,0.09865523603434365
2010-08-01,Screening 3,0.10568773859869689
2010-08-01,Screening 4,0.09403439540346906
2010-08-01,Screening 5,0.09552831458101425
2010-08-01,Screening 6,0.10478512015071595
2010-08-01,Screening 7,0.10244425920560543
2010-08-01,Screening 8,0.08427024018091438
2010-08-01,Screening 9,0.08126963571859157
2010-08-01,Screening 10,0.09253063230157646
2010-08-01,Screening 11,0.06691934329156445
2010-08-01,Screening 12,0.04611252807699375
2010-08-01,Screening 13,0.04550944966869158
2010-08-01,Screening 14,0.06373958416135819
2010-08-01,Screening 15,0.08884904995894283
2010-08-01,Screening CV,0.08023119883599754
2010-08-01,Boosting 1,0.01835639046999239
2010-08-01,Boosting 5,0.0940881144029689
2010-08-01,Boosting 10,0.13365257483371484
2010-08-01,Boosting 25,0.12464776580734613
2010-08-01,Boosting 50,0.10599014527021863
2010-08-01,Boosting 100,0.09989670960280445
2010-08-01,Boosting 200,0.09763218181849177
2010-08-01,Boosting 300,0.09156503955928112
2010-08-01,Boosting CV,0.11061739523410793
2010-09-01,Screening 1,0.09637352456304202
2010-09-01,Screening 2,0.10243438291265153
2010-09-01,Screening 3,0.10962626651884896
2010-09-01,Screening 4,0.0979447034373207
2010-09-01,Screening 5,0.09958684448336742
2010-09-01,Screening 6,0.10775590717999511
2010-09-01,Screening 7,0.10610182099797286
2010-09-01,Screening 8,0.08766780818345558
2010-09-01,Screening 9,0.08466814525351278
2010-09-01,Screening 10,0.09600202823808096
2010-09-01,Screening 11,0.06960320677861033
2010-09-01,Screening 12,0.0491690605643002
2010-09-01,Screening 13,0.04887352034856584
2010-09-01,Screening 14,0.06709957814730026
2010-09-01,Screening 15,0.09244873384534463
2010-09-01,Screening CV,0.08160742507367097
